player_name,first_serve_rate,first_serve_point_rate,second_serve_rate,second_serve_point_rate,first_serve_return_point_rate,second_serve_return_point_rate,victory
A. Bublik,-0.12285269667328441,-0.07178956091429692,-4.206977264194994,-3.9498394084450674,0.4450771738950749,-1.436803193849853,-2.0063488265787965
A. Gonzalez,1.4047715709243285,-1.7592921982688117,0.6819533986663837,-1.4922015636063506,-0.2266857955051453,-0.7260003990293821,-0.34352945912505534
A. Mannarino,0.23501276482794442,-0.5364475355956159,0.4835249832901372,0.12761436145691232,-0.7786873261908267,-0.19299285743677805,-0.013714047398693282
A. Martin,0.4114095436340498,-1.643268293036434,1.2470650621057016,-0.5144735158112671,2.019368874196338,-0.5117524397973459,-2.1575142236200455
A. Murray,-0.21496319869201608,0.590273189500519,0.8048668062234782,0.8555120824319699,1.3499654594292365,1.5608150745929652,1.957134144624689
A. Pavlasek,0.7205077229648722,-0.24019356550514384,1.0500796267862735,-0.44876037172990807,0.05867994943720354,-0.3409926162496636,-0.9016786174312064
A. Ramos-Vinolas,0.3389746308952705,-0.7147460797272585,0.09732933586198507,0.08801580721599563,0.08340115155862343,0.11363840482062931,-0.4502344452718191
A. Rublev,-1.0116167133141296,-0.11941650803853983,-0.8450859141412024,-0.9293059442097331,0.44556298329966165,0.31504801451910075,0.04518156183815759
A. Zverev,0.6743198134596617,0.09658643726685827,-0.8078087636200365,-0.08839792724327752,0.2952187891733822,0.2270138672676862,0.14485105439282706
B. Fratangelo,-0.13352582853808398,-0.8775326755223914,0.916457825479526,1.6598557823471023,-0.6617134880334311,-0.7026263167634494,-0.2787442889645202
B. Tomic,1.024894273263523,0.5586244075749273,1.124300628854248,-0.7364414431158219,-0.23134550431711678,-0.26052892146497186,-0.2646605563209248
C. Ruud,1.028073197255742,-1.206170842639862,0.6096767376576261,0.28486333420901816,-0.49328296448316095,0.4201209404866022,-0.49469485616630404
D. Brands,1.1224644552380425,0.3543502657178469,-0.2977490981463407,1.4885448188072492,-0.46256505293520883,-1.3864386661082946,-0.20399216954851707
D. Brown,1.3771516048007428,-0.8276602831817051,-0.5800194539728388,-0.38548956225083963,-0.6500780184804675,-1.1944467471421267,0.26113212903994143
D. Ferrer,0.0540713815761005,-0.1471434616388655,-0.48627078568253923,0.08191295550595598,1.4676702454736095,0.6045222301162728,0.10996673199869274
D. Goffin,-1.0210354887020485,0.2149417644170889,0.13114065886783918,0.4470789039410013,0.8539560781599517,0.7640459824328711,0.5359783054785772
D. Kudla,-0.26937536057075884,-1.0696120909905158,0.8803773182255715,-0.7107959085568659,1.2249592986898172,0.6486839427126371,-0.34352945912505534
D. Novikov,-0.5325179244036677,-0.29607161642508517,-0.7619281681190239,0.17809697900520483,-1.1361191382770157,-0.47321508023810777,0.26113212903994143
D. Schwartzman,-0.1623408743693071,-0.8741597462082791,0.29942435859726013,-0.4111017638279345,2.1445731229407836,2.204363794144459,1.0169591142461878
D. Shapovalov,-0.49702685382000766,0.9771714428364847,-1.0113655183343173,0.6490476295104132,0.03787869637370235,0.7950299493915324,0.26113212903994143
D. Thiem,-0.23965857970261875,0.48293808306791947,-0.0326128170903171,0.4281591327936235,0.6097588084088026,0.4123317187874838,1.0673475799266041
E. Escobedo,-0.8794565122068554,-0.35220998092265343,0.70353460383412,1.3456498528701757,0.22519574384194296,1.2793708570083102,0.5634629231224398
E. Gulbis,-0.34948199903242433,0.8115397840556673,-1.8851287563787813,-0.2296543013315576,-0.6296262424415097,-0.9340326530184412,0.26113212903994143
E. Ymer,-0.5599074725314767,-0.6817589804565571,-0.3456525841768843,-0.6929193046136907,0.28627395448673953,2.246169224866332,-0.20399216954851707
F. Fognini,-0.21518473017464157,-0.876432393009905,-1.1348185117130385,-0.6001667947894691,0.5359593821405384,0.2890786619061586,-0.34352945912505534
F. Lopez,-1.1199733726429786,0.1700005559858005,0.060297328600792344,-1.2795839098190298,-0.4107532839038791,-0.9110844206493804,-0.98375937600564
G. Andreozzi,-0.7569825179484951,0.0502293787504773,-1.0086389599756025,-0.8234616951557128,1.0148822228485608,1.3060048260181827,0.4936942783341712
G. Dimitrov,0.5561004253223123,0.6240227600168264,-1.1800488897815316,-0.7695087488371571,0.46733368882799314,0.608198072912413,0.6512363794689724
G. Melzer,0.8740703753857586,-1.0832334992690176,-0.13414026962197856,0.7959173678626752,0.38038553694047295,1.9176974420402169,-0.4502344452718191
G. Monfils,0.4498651238455377,0.2612344960025002,-0.4754380532634053,0.04968859196285395,1.1922810818267897,0.09741041616994615,0.7823921188373529
G. Muller,-0.29936506245317696,1.6694814297064569,-1.1488177969027946,-0.6707632014382006,-1.8080922221278446,-0.7768631300724754,-0.49469485616630404
G. Simon,0.017538373765580244,-1.4772289459917727,0.35985335384387906,0.6231720521735492,1.167427005211552,1.0469711107100552,-0.34352945912505534
G. Soeda,-0.055728209488336476,-1.6020887191054474,1.2410252175517291,-0.1984868870376159,-0.20500628975493174,-0.07132882525264571,-0.602670139767197
I. Karlovic,0.9252648405660772,2.1006026405387797,-1.6748531425065925,0.8033821419266208,-3.5716777127522046,-2.7367739127824615,-0.6836516024678659
I. Sijsling,-0.9303414475805393,-0.35888348099490575,0.18433551982083143,0.280666584698875,0.02849550170626432,-1.328162291899027,-0.9016786174312064
J. Donaldson,-2.1059391111353962,-0.060891742571741014,0.9108740370797956,1.1867633729704308,-0.5232880650222723,0.7575987319329919,0.5634629231224398
J. Isner,2.250771375200639,1.9110716133314072,-0.0826098618145905,1.3866849217747896,-1.896734079231089,-2.4612878053885816,0.4338925828013695
J. Kovalik,-1.448056851924892,-0.8920264789572983,0.2526039748175623,-0.6148605312858846,-1.6275134209937736,0.7887333747044487,-2.762175811785043
J. Sock,-0.123653981430122,0.32275758249587055,-0.6431686052272151,-0.1276597574864795,-0.8906153283700545,0.1092068382714887,-1.2505218413725505
J. Tsonga,0.060764445000418436,1.586980386081302,0.010585452460074118,-0.5417404824317061,-0.07495373092200405,-0.15112689736620283,0.6512363794689724
J. del Potro,0.6128507316606754,0.8332659769717906,0.2291128822696341,-0.11231992568969355,-0.3939665527147412,0.11901184573381458,1.0856706583558466
K. Anderson,0.6184703434591561,1.670456948833248,-0.604362806058005,-0.03697032528159037,-0.866383722155457,-0.8823922697997381,0.3820644466729416
K. Khachanov,-0.3432523555515655,0.03409342430850876,0.33047746853674836,-0.46786609435490906,-0.5325686689359916,0.48443573898286485,0.04518156183815759
K. Nishikori,0.1874052016832441,-0.14391247340977245,0.24929388353862103,-0.09776370820783914,-0.08520640563067226,1.1932377536190246,1.243707209808062
L. Lacko,-0.5050173034025744,0.11564403797972474,1.0450953805680427,0.2516822697133406,-0.8701616818670475,-1.1102261717786013,0.26113212903994143
L. Pouille,-1.1679811319685782,0.12663775266620253,-0.6296764419248533,-0.3686353063412638,-0.4729823996036809,-0.47243274505540495,0.04518156183815759
M. Chiudinelli,-1.3809407650930707,-0.9197895679085816,0.12751592612098556,-1.0161786672000301,-0.7638011147363934,0.28698630523829677,-1.2505218413725505
M. Cilic,-0.7088253158653504,1.7905320746672022,0.16066766628781382,0.6363807472451644,1.003745270644466,0.32138943341506254,0.9642269989992404
M. Raonic,1.0455706219316403,1.6140884334718728,-0.8924125581408576,1.4695127260197491,-0.5295231273296421,-0.12835517316284234,1.1913807262168605
M. Trungelliti,-0.48262965507701516,-1.8585218262056946,-0.3556726881467171,-0.7388705552250239,-0.3490139818932586,-0.16037799016532198,-2.1575142236200455
M. Zverev,1.1885448423975693,-0.5722437575364585,-0.8292163293907789,-0.7252595863864526,0.1028552048445969,-1.108676418895023,-0.34352945912505534
N. Djokovic,1.2237508242349577,0.2362320217648973,0.45471274390040745,1.3014491721718056,1.9482408324235678,1.8477078087158723,2.039548564819345
N. Kyrgios,1.3827047130962862,0.594477792058861,-0.10625336839651643,1.2447923178263824,-1.1585800189978581,-0.7794890579593982,-0.20399216954851707
N. Mahut,-0.11614480038978676,-0.3954393744290475,0.1953833095734355,-1.055379890589803,0.010940404043595009,-0.6843038946635217,-0.34352945912505534
P. Carreno Busta,1.480111490749271,-0.9816773056443786,0.47018135454325916,-0.4609832340051436,0.27242808415926095,0.4249968113842392,0.5634629231224398
P. Cuevas,-0.7044559216284897,-1.1388157189358523,-0.017885026813302132,-0.3636069621502738,-0.7329594438165986,-0.7289219419355542,-1.5993650653138947
P. Gojowczyk,-1.6087175503178524,1.1370457065543542,0.806355692657306,-0.8848147141372946,-0.27052856148970517,0.3686727985294926,0.26113212903994143
P. Kohlschreiber,-1.1547397422644856,0.30533851127579387,0.3760324689231636,0.939687279178522,-0.6166826098027378,-0.5890093726613661,-1.552852635455049
P. Polansky,0.0027886340174826394,-0.5433344137794378,0.8752800910051919,0.6159928957270432,-0.006768938168209812,-0.42944471391302413,-1.0691233649230512
Q. Halys,-0.45573114017030936,0.801150153274976,-3.1625851985379168,-2.612469123709471,-0.454708354212846,-0.3001330495074343,-1.7040180324962981
R. Albot,1.5860644893890279,-0.8405682873592067,0.4818071223162094,1.2932986196607643,1.581646546657909,0.72236150751721,1.1503403469296427
R. Bautista Agut,1.0031108322897055,-0.9663939117487435,1.0111815757869507,-0.1864771399011913,0.9872274727988725,0.5240239417015989,0.45008887534150327
R. Bemelmans,1.139845012636908,0.16595620052230667,-0.2784387789491906,0.5509078199592758,-0.20355327994409583,0.34518670581312827,0.4936942783341712
R. Federer,0.5574293883404687,1.9236078495961553,1.213019971974937,1.876102851791075,1.086310532399018,0.289943091672587,2.4407262259137674
R. Gasquet,-0.10672632104857474,-0.1616952933741689,0.8178254618902202,0.09459763645122116,0.712578783106276,0.27180528516569186,-0.34352945912505534
R. Harrison,-0.9125451419119375,0.8334378325071787,-0.8438561954399881,-0.054016389975892386,0.32177124525443745,0.7380826930847356,1.4704553053699359
R. Nadal,1.3899376579958358,0.1310905647570235,0.7829078104035501,2.7543027302756764,2.507333511907694,2.0736531736793844,2.196049211167932
R. Stepanek,0.06610781023936803,-0.14125192972696538,-1.6258062047673683,-0.9530767937984791,1.5856432418406676,0.20733253360407014,0.45008887534150327
S. Bolelli,2.7621152930506385,-0.9963355416441636,1.7767738669524757,0.29908025479632755,-0.3442349170238265,-0.5391678213055736,0.45008887534150327
S. Giraldo,-1.1389474903989623,0.7462991098301635,1.7953419249344225,1.3117769181243901,-1.002879476287358,0.45986067657114305,0.4936942783341712
S. Johnson,-0.303063978407503,-0.33025190608138844,0.19311004238830212,0.3992394221781786,-0.9057538713131086,-2.9277777094743453,-0.49469485616630404
S. Querrey,-0.6617782806584522,1.9403577517204684,0.07175168610252565,-0.029240313688337353,-0.5011159951407772,-0.718314608289283,0.36910741264083435
S. Robert,-2.6813073029311463,0.7041625893746949,-0.7051946976956454,-1.4028585619383684,0.5143416290773617,1.1901806374437904,-1.2505218413725505
S. Stakhovsky,-0.6327716343832493,0.5224547972072112,0.26494220321771506,-0.6038544662941555,-0.19808647798031997,-0.6652902134725593,0.12968395769972513
S. Travaglia,-2.4846044316998563,1.3982817949955217,-0.34537746374199585,0.17348386944349872,-0.7315519062392205,-0.5721655262050106,0.04518156183815759
S. Wawrinka,-0.4480131410092177,-0.017755174889210468,0.9815071037821261,1.4651786636124942,-0.012478002601323947,-0.18847542449430152,1.26890144264827
T. Berdych,-0.548599656862141,1.3732866421478491,0.7713228299474697,-0.07786842101052435,-0.13117623573205886,0.6411030219413647,0.9521739440856527
T. Fabbiano,0.437325174923297,-0.734949955173513,-0.8756793879594755,-0.43619419003012366,1.1488664161588014,0.2006058129854233,0.26113212903994143
T. Smyczek,0.1431664170244463,-0.46200235438382453,0.668439294611314,0.6105506811104251,-0.6411919727446124,-0.8375841350823557,-0.98375937600564
V. Troicki,0.240126725789185,-0.06903331094158155,0.10127645693621194,-1.085002194391746,0.5473244726815151,-0.3863180341544942,0.26113212903994143
Y. Nishioka,1.0023257255396085,-2.7384734016886796,1.714927912833173,-0.06332396141867237,-1.6109630167616016,-0.4173176061270064,-1.2505218413725505
